name,x,y,z
Tool Merchant,-168,41,-2208
Tool Merchant,-122,73,-1175
Tool Merchant,-83,70,-787
Tool Merchant,-63,71,-896
Tool Merchant,-43,74,-1155
Tool Merchant,20,40,-2203
Tool Merchant,47,73,-678
Tool Merchant,91,46,-4669
Tool Merchant,108,37,-3094
Tool Merchant,159,75,-1002
Tool Merchant,165,71,-1535
Tool Merchant,182,70,-1608
Tool Merchant,217,47,-2041
Tool Merchant,243,96,-4575
Tool Merchant,296,83,-1077
Tool Merchant,423,29,-4929
Tool Merchant,530,30,-4991
Tool Merchant,543,69,-1353
Tool Merchant,589,68,-1951
Tool Merchant,725,63,-1445
Tool Merchant,976,135,-4883
Tool Merchant,985,10,-5032
Tool Merchant,1002,40,-3491
Tool Merchant,1125,36,-3097
Tool Merchant,1143,79,-1997
Tool Merchant,1215,79,-1738
Tool Merchant,1359,11,-5168
Tool Merchant,1446,41,-5272
Trade Market,-2024,79,-4479
Trade Market,-1624,71,-2933
Trade Market,-874,82,-964
Trade Market,-456,50,-4949
Trade Market,105,68,-3194
Trade Market,502,70,-1570
Trade Market,997,77,-713
Trade Market,1001,115,-4566
Trade Market,1058,20,-5121
Weapon Merchant,-1873,55,-4567
Weapon Merchant,-1770,68,-5533
Weapon Merchant,-1769,68,-5527
Weapon Merchant,-1626,71,-2970
Weapon Merchant,-1622,71,-2969
Weapon Merchant,-1621,71,-2970
Weapon Merchant,-1621,71,-2968
Weapon Merchant,-1620,71,-2969
Weapon Merchant,-1027,49,-5298
Weapon Merchant,-1025,48,-5301
Weapon Merchant,-859,80,-944
Weapon Merchant,-808,70,-1596
Weapon Merchant,-728,67,-1020
Weapon Merchant,-623,55,-3081
Weapon Merchant,-618,40,-3078
Weapon Merchant,-462,51,-4900
Weapon Merchant,-451,51,-4900
Weapon Merchant,107,76,-817
Weapon Merchant,108,76,-818
Weapon Merchant,116,46,-2152
Weapon Merchant,116,75,-819
Weapon Merchant,135,68,-3159
Weapon Merchant,236,33,-5259
Weapon Merchant,237,33,-5260
Weapon Merchant,237,33,-5258
Weapon Merchant,238,33,-5259
Weapon Merchant,250,31,-5259
Weapon Merchant,500,70,-1587
Weapon Merchant,502,70,-1587
Weapon Merchant,507,69,-1594
Weapon Merchant,739,75,-2085
Weapon Merchant,768,82,-5029
Weapon Merchant,772,81,-5030
Weapon Merchant,773,82,-5033
Weapon Merchant,779,82,-5029
Weapon Merchant,783,61,-3334
Weapon Merchant,786,59,-3333
Weapon Merchant,788,60,-3344
Weapon Merchant,789,60,-3343
Weapon Merchant,925,112,-4543
Weapon Merchant,947,118,-4582
Weapon Merchant,955,111,-4546
Weapon Merchant,962,69,-1966
Weapon Merchant,991,38,-3496
Weapon Merchant,994,40,-3496
Weapon Merchant,996,113,-4546
Weapon Merchant,1123,14,-5098
Weapon Merchant,1123,14,-5094
Weapon Merchant,1130,15,-5096
Weapon Merchant,1261,34,-1352
Weapon Merchant,1262,33,-1362
Weapon Merchant,1262,34,-1353
Weapon Merchant,1262,34,-1351
Weapon Merchant,1263,34,-1352
Weaponsmithing Station,-1982,79,-4493
Weaponsmithing Station,-1869,55,-4574
Weaponsmithing Station,-1753,68,-5499
Weaponsmithing Station,-1602,70,-2955
Weaponsmithing Station,-1406,45,-4711
Weaponsmithing Station,-1048,44,-4982
Weaponsmithing Station,-863,78,-904
Weaponsmithing Station,-854,80,-940
Weaponsmithing Station,-808,70,-1591
Weaponsmithing Station,-724,92,-635
Weaponsmithing Station,-573,50,-1933
Weaponsmithing Station,-456,49,-4936
Weaponsmithing Station,-1,77,-1195
Weaponsmithing Station,101,75,-790
Weaponsmithing Station,120,46,-2138
Weaponsmithing Station,130,68,-3156
Weaponsmithing Station,238,31,-5254
Weaponsmithing Station,481,69,-1591
Weaponsmithing Station,731,72,-2089
Weaponsmithing Station,734,152,-4461
Weaponsmithing Station,736,63,-1454
Weaponsmithing Station,769,81,-5032
Weaponsmithing Station,905,124,-5570
Weaponsmithing Station,953,69,-1960
Weaponsmithing Station,986,75,-663
Weaponsmithing Station,1000,114,-4542
Weaponsmithing Station,1070,20,-5147
Weaponsmithing Station,1267,33,-1353
Weaponsmithing Station,1319,37,-4100
Weaponsmithing Station,1466,60,-5251
Woodworking Station,-1993,79,-4496
Woodworking Station,-1717,68,-5541
Woodworking Station,-1600,70,-2983
Woodworking Station,-1408,45,-4704
Woodworking Station,-1086,44,-4975
Woodworking Station,-995,49,-5277
Woodworking Station,-879,78,-915
Woodworking Station,-867,69,-1493
Woodworking Station,-818,70,-1593
Woodworking Station,-747,84,-655
Woodworking Station,-573,50,-1920
Woodworking Station,-437,49,-4937
Woodworking Station,-280,70,-1395
Woodworking Station,3,77,-1199
Woodworking Station,65,40,-2213
Woodworking Station,111,75,-840
Woodworking Station,116,38,-3116
Woodworking Station,226,31,-5228
Woodworking Station,478,69,-1572
Woodworking Station,685,66,-2079
Woodworking Station,737,63,-1424
Woodworking Station,744,149,-4487
Woodworking Station,892,69,-1935
Woodworking Station,944,118,-5509
Woodworking Station,960,75,-668
Woodworking Station,1064,20,-5127
Woodworking Station,1112,103,-4562
Woodworking Station,1260,33,-1350
Woodworking Station,1326,33,-1305
Woodworking Station,1443,66,-5261
